track,hf,onset,n,start,peak_when,peak_lat,peak_lon,min_p,peak_depth,peak_scale_km,peak_grad,peak_vg_kt,max_wind_kt,max_gust_kt,peak_wind_dist_km,pre_depth,pre_scale_km,pre_grad,pre_vg_kt,pre_p,pre_lat,deepen24,month,season
1544,0,,3,2025-01-13 00,2025-01-13 12,37.75,150.0,986.7,29.2,410.0,7.053,52.6,56.0,85.1,72.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1546,0,,3,2025-01-13 12,2025-01-14 00,57.0,214.5,988.5,20.4,450.0,4.439,34.1,38.4,54.1,393.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1547,1,2025-01-13 18,3,2025-01-13 18,2025-01-14 06,40.5,163.25,976.9,32.8,690.0,5.436,50.1,47.4,71.1,404.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1549,0,,3,2025-01-15 00,2025-01-15 12,47.25,174.75,971.9,29.7,690.0,5.054,44.6,45.2,77.7,494.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1550,0,,4,2025-01-15 18,2025-01-15 18,46.75,174.0,973.2,27.3,660.0,4.728,42.1,44.1,68.2,483.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1551,0,,3,2025-01-15 18,2025-01-16 00,57.0,226.5,995.3,24.2,460.0,5.32,39.3,34.9,50.2,497.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1553,0,,6,2025-01-16 18,2025-01-17 06,52.0,184.75,975.9,17.3,1200.0,2.978,30.4,27.5,36.4,500.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1554,0,,7,2025-01-17 00,2025-01-17 06,44.5,191.25,975.2,23.4,510.0,4.819,40.9,40.0,64.1,377.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1555,1,2025-01-17 00,12,2025-01-17 00,2025-01-18 18,46.0,166.0,982.1,25.1,580.0,4.614,40.4,45.8,66.7,440.0,25.6,420.0,6.036,45.5,985.8,44.25,-3.699999999999932,1,2024
1556,0,,7,2025-01-20 00,2025-01-20 12,50.75,187.5,981.2,27.1,550.0,5.228,42.2,39.5,56.7,119.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1557,0,,4,2025-01-21 06,2025-01-21 18,56.75,199.25,986.0,24.0,610.0,4.256,35.3,35.0,56.3,487.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1558,0,,6,2025-01-21 06,2025-01-22 12,52.25,176.0,981.4,24.8,590.0,4.683,39.0,42.4,63.5,207.0,20.3,480.0,4.3,36.8,996.6,45.0,-15.200000000000045,1,2024
1561,0,,5,2025-01-22 12,2025-01-23 06,45.0,178.25,978.0,32.3,480.0,6.878,51.6,43.4,69.2,129.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1563,0,,7,2025-01-22 18,2025-01-23 06,32.0,203.0,992.5,26.5,530.0,5.255,49.3,45.2,69.1,456.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1565,0,,10,2025-01-24 12,2025-01-26 18,53.25,198.75,980.6,33.0,570.0,6.299,48.1,41.4,62.9,115.0,18.2,670.0,3.172,30.1,995.3,49.25,-14.699999999999932,1,2024
1566,1,2025-01-27 06,21,2025-01-26 06,2025-01-27 06,43.0,153.75,977.0,36.0,660.0,6.168,53.1,45.6,66.7,496.0,17.2,830.0,2.767,33.0,996.3,35.75,-19.299999999999955,1,2024
1568,0,,9,2025-01-28 18,2025-01-29 12,38.0,206.0,986.8,30.8,340.0,8.701,56.3,46.7,69.1,304.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1570,0,,11,2025-01-30 12,2025-01-31 18,52.5,166.25,973.1,26.7,710.0,4.616,40.1,43.8,65.4,272.0,19.0,650.0,3.479,32.8,978.2,47.5,-5.100000000000023,1,2024
1571,0,,13,2025-01-31 00,2025-01-31 12,30.0,202.25,986.4,24.4,530.0,4.829,47.6,45.4,63.3,224.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1573,0,,3,2025-01-31 06,2025-01-31 12,50.5,231.25,996.3,20.3,710.0,3.469,32.4,31.7,44.2,398.0,nan,nan,nan,nan,nan,nan,nan,1,2024
1574,0,,16,2025-02-01 00,2025-02-01 00,54.75,228.75,1000.0,20.7,630.0,3.67,32.0,36.1,53.4,487.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1575,0,,6,2025-02-01 12,2025-02-02 18,56.75,169.5,969.9,37.1,630.0,6.682,50.5,44.2,65.7,453.0,22.4,650.0,3.994,36.4,977.3,48.25,-7.399999999999977,2,2024
1576,0,,3,2025-02-03 06,2025-02-03 18,37.0,165.0,987.8,22.2,460.0,4.858,42.6,39.3,61.1,180.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1577,1,2025-02-04 06,10,2025-02-04 00,2025-02-04 12,40.25,174.25,972.5,38.6,430.0,8.965,61.5,53.3,77.0,149.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1578,0,,3,2025-02-04 06,2025-02-04 18,43.25,152.5,983.3,19.1,510.0,4.04,36.3,43.2,73.4,121.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1580,0,,4,2025-02-05 06,2025-02-05 18,44.75,163.25,982.9,18.3,430.0,4.267,35.6,37.9,60.2,161.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1582,0,,4,2025-02-06 00,2025-02-06 18,43.0,186.0,971.6,25.4,800.0,4.164,41.3,43.8,64.6,373.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1583,0,,4,2025-02-06 06,2025-02-06 12,35.75,229.5,998.7,16.7,460.0,3.672,35.4,38.3,54.5,160.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1585,0,,5,2025-02-07 00,2025-02-07 00,43.25,186.75,969.3,25.7,680.0,4.493,42.2,41.8,59.8,223.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1586,0,,4,2025-02-07 00,2025-02-07 18,49.0,173.0,972.4,15.3,1200.0,2.607,27.9,28.8,37.5,483.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1587,0,,6,2025-02-08 00,2025-02-09 06,44.0,165.0,960.9,18.5,690.0,3.242,32.5,41.5,59.9,482.0,21.0,690.0,3.634,34.8,968.9,46.25,-8.0,2,2024
1588,0,,7,2025-02-08 06,2025-02-09 06,53.0,166.5,963.1,21.9,850.0,3.612,33.8,41.4,62.5,313.0,18.0,1110.0,2.963,30.5,968.4,50.25,-5.2999999999999545,2,2024
1590,0,,3,2025-02-08 18,2025-02-09 06,40.25,177.25,956.5,27.0,480.0,5.833,47.7,43.6,68.6,85.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1591,0,,14,2025-02-09 12,2025-02-11 00,53.25,172.25,940.2,41.3,710.0,6.958,54.8,47.7,70.6,490.0,36.2,680.0,6.164,51.2,945.2,48.5,-5.0,2,2024
1593,0,,4,2025-02-12 12,2025-02-13 06,41.25,225.0,983.1,23.8,720.0,3.999,39.9,42.4,59.9,315.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1596,1,2025-02-14 00,15,2025-02-13 06,2025-02-14 06,47.5,160.75,947.6,46.3,590.0,8.519,62.7,50.2,71.4,306.0,26.5,590.0,4.877,43.2,973.3,43.5,-25.699999999999932,2,2024
1597,0,,4,2025-02-13 12,2025-02-13 12,43.75,231.75,981.4,24.7,790.0,4.009,39.7,31.5,46.2,167.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1598,0,,14,2025-02-13 12,2025-02-14 12,43.0,200.75,969.2,29.2,670.0,5.022,45.8,41.0,55.9,200.0,18.1,690.0,3.097,33.1,985.8,39.25,-16.59999999999991,2,2024
1601,0,,8,2025-02-16 12,2025-02-17 06,46.25,188.75,967.1,25.4,310.0,8.295,50.5,44.6,59.8,144.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1602,0,,3,2025-02-17 06,2025-02-17 18,49.75,198.75,975.6,19.1,720.0,3.302,31.4,30.7,39.3,100.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1604,0,,13,2025-02-18 00,2025-02-18 12,53.25,199.75,972.7,25.5,540.0,5.017,40.0,35.9,50.4,104.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1605,0,,13,2025-02-18 00,2025-02-20 00,52.0,203.0,968.5,24.8,670.0,4.342,37.9,42.0,64.0,494.0,22.0,650.0,3.897,37.1,972.7,44.0,-4.2000000000000455,2,2024
1606,0,,6,2025-02-18 06,2025-02-19 06,40.5,156.5,979.2,20.3,470.0,4.46,39.1,43.6,64.3,113.0,16.6,480.0,3.588,33.6,984.6,40.25,-5.399999999999977,2,2024
1607,0,,3,2025-02-19 06,2025-02-19 12,47.75,232.25,993.8,23.4,460.0,5.246,41.2,39.5,54.0,283.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1609,0,,5,2025-02-20 12,2025-02-21 06,43.5,176.25,974.1,19.1,500.0,3.986,35.6,38.5,57.0,403.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1611,0,,3,2025-02-21 06,2025-02-21 18,46.5,194.5,973.0,17.2,560.0,3.295,30.8,38.9,56.9,479.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1612,0,,4,2025-02-21 12,2025-02-22 00,52.5,220.5,976.8,21.0,480.0,4.59,36.5,37.4,50.1,424.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1613,0,,4,2025-02-22 00,2025-02-22 00,47.0,194.0,970.3,19.2,470.0,4.196,35.4,36.2,48.4,499.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1614,0,,3,2025-02-23 06,2025-02-23 06,36.5,164.0,992.7,16.3,350.0,4.577,37.7,44.6,64.6,201.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1615,0,,13,2025-02-24 00,2025-02-26 18,55.75,216.0,966.4,34.5,550.0,6.669,49.0,43.2,61.5,411.0,22.0,700.0,3.735,35.9,978.4,45.75,-12.0,2,2024
1616,0,,5,2025-02-24 12,2025-02-25 00,46.75,231.5,976.3,32.5,350.0,9.041,55.5,48.0,70.8,193.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1619,1,2025-02-26 06,15,2025-02-25 18,2025-02-27 00,44.25,195.5,952.4,41.9,650.0,7.254,58.9,52.0,79.8,452.0,32.5,560.0,6.153,52.1,972.0,39.75,-19.600000000000023,2,2024
1620,0,,7,2025-02-26 00,2025-02-26 18,49.25,150.0,984.8,22.3,470.0,4.864,38.8,39.6,54.6,370.0,nan,nan,nan,nan,nan,nan,nan,2,2024
1626,0,,4,2025-03-01 12,2025-03-02 00,51.5,196.25,981.7,20.2,470.0,4.499,36.0,34.5,53.2,76.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1627,0,,8,2025-03-01 18,2025-03-03 00,52.25,162.25,976.6,24.3,700.0,4.262,37.6,36.7,54.5,361.0,18.0,570.0,3.397,30.6,986.8,50.25,-10.199999999999932,3,2024
1628,0,,3,2025-03-02 06,2025-03-02 06,44.5,191.25,988.4,15.8,640.0,2.765,28.1,32.5,43.3,394.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1630,0,,12,2025-03-03 00,2025-03-03 18,48.75,169.75,964.0,35.0,530.0,7.044,52.7,44.9,65.6,176.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1631,0,,5,2025-03-03 18,2025-03-04 06,52.0,211.25,986.9,24.9,480.0,5.296,40.8,38.3,54.7,188.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1634,0,,3,2025-03-05 06,2025-03-05 18,58.0,202.0,979.2,22.4,690.0,3.825,32.9,35.6,48.2,338.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1635,0,,16,2025-03-05 18,2025-03-08 12,54.75,168.75,960.8,39.3,670.0,6.885,53.0,44.3,65.8,417.0,35.7,560.0,6.9,52.4,973.6,49.75,-12.800000000000068,3,2024
1637,0,,9,2025-03-07 00,2025-03-07 12,55.0,211.5,973.4,27.5,490.0,5.947,43.9,36.7,52.5,105.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1639,1,2025-03-10 18,5,2025-03-10 00,2025-03-11 00,39.0,160.75,979.8,36.5,490.0,7.57,57.9,51.1,82.3,86.0,19.5,370.0,5.06,40.4,1004.4,38.5,-24.600000000000023,3,2024
1640,0,,5,2025-03-10 00,2025-03-10 12,31.75,231.75,998.7,19.3,420.0,4.609,42.0,40.7,58.4,200.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1642,0,,8,2025-03-10 12,2025-03-10 18,57.75,212.0,983.6,19.3,610.0,3.551,30.3,31.2,41.9,89.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1645,0,,6,2025-03-11 18,2025-03-11 18,41.75,168.75,983.8,27.6,630.0,4.85,44.5,44.9,71.4,188.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1646,0,,10,2025-03-13 06,2025-03-13 18,52.75,201.0,981.7,19.4,730.0,3.261,30.3,38.1,51.4,420.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1647,0,,9,2025-03-13 12,2025-03-15 06,47.25,159.75,987.5,21.9,970.0,3.517,35.8,42.6,60.8,481.0,28.2,640.0,4.933,43.5,988.3,46.0,-0.7999999999999545,3,2024
1648,0,,3,2025-03-14 06,2025-03-14 12,45.0,231.0,987.0,18.6,540.0,3.677,33.7,35.9,54.6,493.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1649,0,,3,2025-03-15 12,2025-03-16 00,54.25,166.0,982.3,26.0,730.0,4.365,38.0,37.4,51.8,498.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1651,0,,4,2025-03-16 06,2025-03-16 06,56.25,172.25,981.2,27.1,600.0,5.008,40.1,42.8,60.2,267.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1652,0,,13,2025-03-16 12,2025-03-17 06,42.25,147.5,964.1,43.2,350.0,12.005,68.2,48.4,71.2,106.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1653,0,,3,2025-03-17 00,2025-03-17 06,56.0,185.75,990.3,15.5,760.0,2.633,24.8,31.2,43.5,152.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1654,0,,6,2025-03-17 12,2025-03-18 00,53.25,204.0,982.0,25.0,610.0,4.571,38.3,33.2,46.7,116.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1656,0,,3,2025-03-19 06,2025-03-19 18,57.5,218.0,981.6,19.7,330.0,5.877,38.5,39.0,58.6,202.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1658,0,,4,2025-03-19 12,2025-03-20 06,53.5,229.0,988.4,15.7,380.0,4.068,31.3,40.9,58.1,107.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1659,0,,6,2025-03-19 18,2025-03-20 06,54.5,203.25,977.0,18.5,810.0,3.02,28.5,32.7,45.1,488.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1660,1,2025-03-20 12,13,2025-03-19 18,2025-03-21 06,46.5,175.5,971.3,30.8,660.0,5.294,46.0,50.0,76.6,284.0,30.9,420.0,7.391,52.7,976.8,43.0,-5.5,3,2024
1661,0,,7,2025-03-22 06,2025-03-23 06,48.0,151.25,975.8,30.0,610.0,5.394,45.2,38.7,54.9,285.0,21.8,700.0,3.603,34.6,983.5,46.5,-7.7000000000000455,3,2024
1664,0,,8,2025-03-25 00,2025-03-25 12,55.5,147.75,981.3,23.1,470.0,5.056,38.3,34.7,47.1,400.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1665,0,,6,2025-03-25 18,2025-03-25 18,35.0,183.25,1001.4,16.4,490.0,3.449,34.7,41.0,57.6,370.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1666,0,,4,2025-03-26 00,2025-03-26 06,44.0,147.0,988.0,19.2,490.0,4.042,35.7,34.5,48.9,395.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1667,0,,13,2025-03-26 00,2025-03-26 18,42.75,222.75,978.0,34.6,610.0,6.205,52.3,46.2,69.0,383.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1669,0,,5,2025-03-28 06,2025-03-29 06,56.5,151.75,977.2,34.7,480.0,7.387,50.7,41.7,62.0,202.0,15.1,560.0,2.922,28.6,995.5,44.25,-18.299999999999955,3,2024
1670,0,,4,2025-03-28 12,2025-03-29 00,57.75,213.0,997.5,17.5,740.0,2.943,26.8,28.7,38.3,494.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1671,0,,12,2025-03-29 12,2025-03-30 06,31.25,182.25,994.7,23.0,480.0,4.916,46.0,43.0,63.8,192.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1672,0,,3,2025-03-29 18,2025-03-30 00,37.5,226.75,995.1,18.3,340.0,5.224,40.5,34.4,49.1,36.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1673,0,,5,2025-03-30 18,2025-03-31 00,44.75,223.25,990.2,18.5,510.0,3.811,34.2,36.9,52.7,218.0,nan,nan,nan,nan,nan,nan,nan,3,2024
1674,0,,6,2025-04-02 00,2025-04-03 06,39.5,199.0,986.3,22.2,670.0,3.925,39.4,39.2,53.2,413.0,23.3,500.0,4.832,42.1,994.3,40.5,-8.0,4,2024
1675,0,,17,2025-04-02 06,2025-04-04 18,47.0,151.25,990.9,20.9,470.0,4.53,37.5,45.3,70.4,303.0,20.3,520.0,4.092,36.0,996.4,45.75,-5.5,4,2024
1676,0,,6,2025-04-03 06,2025-04-04 00,44.75,200.5,971.8,32.0,700.0,5.439,48.4,45.8,66.3,260.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1680,0,,3,2025-04-06 00,2025-04-06 00,50.0,209.25,985.3,20.5,960.0,3.292,32.8,37.5,47.5,490.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1681,0,,6,2025-04-06 06,2025-04-06 12,56.25,209.25,986.7,17.1,730.0,2.912,26.8,31.2,45.1,97.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1683,0,,7,2025-04-07 18,2025-04-08 06,41.25,153.5,984.2,28.9,430.0,6.754,50.6,43.7,62.2,128.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1684,0,,4,2025-04-10 06,2025-04-11 00,52.25,229.5,994.5,20.6,340.0,5.863,39.8,38.4,55.7,98.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1685,0,,8,2025-04-10 12,2025-04-11 06,46.0,174.5,980.9,33.7,400.0,8.317,55.2,42.3,59.9,196.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1686,0,,8,2025-04-11 18,2025-04-12 06,34.5,150.0,984.2,30.2,360.0,8.167,56.5,45.4,65.3,88.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1687,0,,5,2025-04-12 06,2025-04-13 06,57.25,203.5,982.6,25.2,700.0,4.349,36.8,39.1,57.6,283.0,16.5,680.0,2.934,28.0,993.7,50.75,-11.100000000000023,4,2024
1689,0,,3,2025-04-13 12,2025-04-14 00,58.0,209.5,979.3,28.2,720.0,4.819,40.0,42.2,60.8,238.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1691,0,,15,2025-04-14 00,2025-04-16 06,54.25,197.75,974.6,36.6,600.0,6.66,50.5,40.4,59.0,246.0,26.2,550.0,5.017,41.5,985.9,48.75,-11.299999999999955,4,2024
1692,0,,9,2025-04-15 18,2025-04-16 06,45.0,146.0,976.9,25.7,630.0,4.595,41.4,36.0,52.5,291.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1695,0,,4,2025-04-20 00,2025-04-20 06,56.5,169.5,997.8,16.0,600.0,2.934,26.1,30.4,41.9,278.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1696,0,,9,2025-04-21 06,2025-04-22 00,41.5,157.0,976.0,36.1,560.0,6.869,55.4,43.6,60.6,125.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1697,0,,7,2025-04-23 00,2025-04-23 18,56.25,213.25,997.3,20.9,620.0,3.788,32.4,31.2,39.7,424.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1698,0,,8,2025-04-23 12,2025-04-23 12,52.0,165.25,981.5,27.6,740.0,4.568,40.2,36.7,49.8,133.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1699,0,,12,2025-04-27 18,2025-04-28 06,48.5,174.75,976.7,30.4,530.0,5.988,46.9,46.4,63.7,167.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1700,0,,3,2025-04-28 06,2025-04-28 12,57.25,219.25,994.5,16.8,510.0,3.475,28.9,31.3,43.3,158.0,nan,nan,nan,nan,nan,nan,nan,4,2024
1701,0,,8,2025-04-29 00,2025-04-30 00,43.75,150.0,981.0,34.3,380.0,8.916,57.5,40.2,64.0,113.0,27.4,480.0,5.847,48.9,986.0,37.5,-5.0,4,2024
1702,0,,7,2025-10-01 00,2025-10-01 00,49.5,225.75,976.0,32.7,480.0,6.919,50.3,39.6,58.6,340.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1704,1,2025-10-02 18,9,2025-10-02 00,2025-10-04 00,56.5,180.75,971.5,33.9,720.0,5.594,45.4,46.3,66.3,460.0,29.0,580.0,5.335,43.9,982.9,49.25,-11.399999999999977,10,2025
1705,0,,6,2025-10-04 12,2025-10-05 12,53.25,149.0,980.8,31.2,420.0,7.358,49.5,44.2,61.3,86.0,15.1,570.0,2.784,25.4,999.7,53.25,-18.90000000000009,10,2025
1706,0,,3,2025-10-06 00,2025-10-06 06,56.5,168.25,979.9,26.6,640.0,4.726,38.8,37.4,51.3,95.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1711,1,2025-10-09 00,7,2025-10-08 06,2025-10-09 18,50.0,165.0,968.7,36.7,750.0,5.978,50.6,48.2,73.2,351.0,28.7,530.0,5.676,44.4,983.8,50.75,-15.099999999999909,10,2025
1712,1,2025-10-10 00,6,2025-10-09 12,2025-10-10 00,34.5,154.25,976.4,38.5,180.0,20.358,73.2,59.0,84.1,87.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1713,0,,14,2025-10-10 00,2025-10-10 18,53.25,166.5,964.5,33.5,870.0,5.371,46.9,46.6,66.0,491.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1715,0,,4,2025-10-11 06,2025-10-11 06,41.75,177.25,976.2,28.3,260.0,10.51,56.2,52.6,73.8,21.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1716,1,2025-10-14 18,6,2025-10-13 12,2025-10-14 00,34.75,150.75,983.5,34.4,190.0,17.066,67.8,51.4,72.2,86.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1717,1,2025-10-14 12,3,2025-10-14 00,2025-10-14 12,48.75,184.75,968.2,35.5,430.0,8.256,55.3,49.5,64.7,78.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1719,0,,7,2025-10-14 18,2025-10-15 00,51.25,186.25,959.2,41.6,510.0,8.494,58.6,45.0,69.8,383.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1720,0,,6,2025-10-16 00,2025-10-17 06,52.75,182.5,995.0,17.4,550.0,3.285,29.0,36.5,51.2,473.0,16.1,450.0,3.605,30.7,996.5,49.25,-1.5,10,2025
1721,1,2025-10-17 00,4,2025-10-16 18,2025-10-17 06,37.75,155.25,998.1,22.8,310.0,7.138,48.1,51.3,74.5,329.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1723,0,,7,2025-10-17 18,2025-10-18 06,51.75,209.75,979.4,31.6,410.0,7.746,51.3,46.1,66.9,85.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1724,0,,15,2025-10-17 18,2025-10-19 06,49.0,190.5,961.0,52.7,370.0,13.935,74.1,56.7,86.1,144.0,22.7,330.0,6.678,45.9,995.5,41.5,-34.5,10,2025
1725,0,,13,2025-10-18 12,2025-10-19 18,49.0,165.25,980.8,32.8,490.0,6.813,50.2,48.1,69.0,113.0,18.6,560.0,3.471,31.9,999.8,47.0,-19.0,10,2025
1726,0,,5,2025-10-21 00,2025-10-22 00,51.0,188.75,985.8,22.0,560.0,4.14,35.4,40.7,57.5,452.0,17.2,390.0,4.272,33.6,999.8,49.25,-14.0,10,2025
1728,0,,3,2025-10-22 06,2025-10-22 18,57.75,212.0,958.0,30.4,570.0,5.965,44.9,43.6,68.2,201.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1732,0,,3,2025-10-25 12,2025-10-25 18,48.75,230.5,987.2,18.5,430.0,4.289,34.7,41.3,60.9,334.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1734,0,,4,2025-10-27 00,2025-10-27 12,47.25,152.25,984.2,24.1,570.0,4.617,39.8,42.3,66.1,444.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1735,1,2025-10-28 06,9,2025-10-27 06,2025-10-28 18,49.75,223.25,967.8,48.7,440.0,11.07,67.6,51.9,76.5,152.0,20.2,490.0,4.218,37.1,999.0,43.0,-31.200000000000045,10,2025
1736,1,2025-10-29 06,12,2025-10-27 12,2025-10-29 18,56.25,204.5,952.0,47.9,540.0,9.367,62.2,47.0,72.0,323.0,28.5,440.0,6.731,49.0,978.0,46.5,-26.0,10,2025
1738,0,,4,2025-10-28 06,2025-10-29 00,54.25,194.5,975.6,27.1,570.0,5.2,41.4,37.1,62.0,259.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1739,0,,5,2025-10-28 12,2025-10-28 12,50.0,151.0,982.5,28.6,660.0,4.949,42.5,39.5,56.9,416.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1742,1,2025-10-30 06,4,2025-10-30 06,2025-10-30 18,49.5,207.0,954.3,39.2,560.0,7.641,56.5,51.4,82.6,261.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1743,0,,4,2025-10-31 00,2025-10-31 12,58.0,149.0,993.9,22.4,460.0,5.001,37.3,36.7,52.4,355.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1744,0,,4,2025-10-31 06,2025-10-31 06,55.25,210.5,951.4,36.8,750.0,6.202,50.1,41.0,61.2,436.0,nan,nan,nan,nan,nan,nan,nan,10,2025
1745,1,2025-11-01 06,7,2025-11-01 06,2025-11-01 06,43.25,145.5,968.1,42.3,400.0,10.493,65.3,47.7,70.5,186.0,nan,nan,nan,nan,nan,nan,nan,11,2025
1747,0,,4,2025-11-03 00,2025-11-03 12,49.25,200.0,982.3,22.3,710.0,3.788,35.2,34.9,48.2,480.0,nan,nan,nan,nan,nan,nan,nan,11,2025
1750,0,,3,2025-11-04 12,2025-11-05 00,48.25,216.25,978.1,21.1,820.0,3.397,33.4,35.4,50.5,167.0,nan,nan,nan,nan,nan,nan,nan,11,2025
1751,0,,4,2025-11-04 18,2025-11-05 12,50.5,195.75,987.7,18.0,470.0,3.821,32.1,35.8,50.1,429.0,nan,nan,nan,nan,nan,nan,nan,11,2025
1752,0,,3,2025-11-04 18,2025-11-05 06,57.5,152.0,994.5,22.2,600.0,3.97,33.1,31.6,46.9,267.0,nan,nan,nan,nan,nan,nan,nan,11,2025
1753,0,,8,2025-11-05 00,2025-11-06 00,53.75,220.5,963.8,30.8,600.0,5.726,45.2,39.4,54.8,127.0,21.5,1080.0,3.53,36.6,978.7,47.0,-14.900000000000091,11,2025
1754,1,2025-11-08 00,18,2025-11-06 12,2025-11-08 06,53.25,168.25,942.2,59.2,490.0,12.532,74.8,52.2,76.0,118.0,33.0,470.0,7.255,53.8,976.5,43.5,-34.299999999999955,11,2025
1755,0,,3,2025-11-06 18,2025-11-07 00,51.5,228.75,983.4,22.8,520.0,4.586,37.5,42.2,65.1,198.0,nan,nan,nan,nan,nan,nan,nan,11,2025
1756,0,,4,2025-11-07 00,2025-11-07 18,48.25,154.5,980.5,26.4,570.0,5.012,42.0,47.7,66.9,140.0,nan,nan,nan,nan,nan,nan,nan,11,2025
1757,0,,8,2025-11-07 12,2025-11-09 00,41.25,219.0,983.7,24.6,590.0,4.535,41.8,41.2,59.6,481.0,22.0,620.0,3.93,38.2,990.5,40.75,-6.7999999999999545,11,2025
