track,hf,onset,n,start,peak_when,peak_lat,peak_lon,min_p,peak_depth,peak_scale_km,peak_grad,peak_vg_kt,max_wind_kt,max_gust_kt,peak_wind_dist_km,pre_depth,pre_scale_km,pre_grad,pre_vg_kt,pre_p,pre_lat,deepen24,month,season
743,0,,8,2022-11-23 12,2022-11-23 18,54.5,217.5,966.6,38.6,600.0,7.135,53.0,45.9,67.2,425.0,nan,nan,nan,nan,nan,nan,nan,11,2022
744,1,2022-11-24 00,13,2022-11-24 00,2022-11-25 18,45.0,163.5,966.9,46.2,420.0,10.929,67.6,53.5,78.9,270.0,34.1,410.0,8.299,57.5,980.2,40.25,-13.300000000000068,11,2022
745,1,2022-11-25 00,3,2022-11-24 18,2022-11-25 06,29.75,212.0,997.5,25.1,330.0,7.3,52.7,47.5,71.4,132.0,nan,nan,nan,nan,nan,nan,nan,11,2022
746,0,,7,2022-11-26 06,2022-11-26 18,52.0,145.25,983.7,31.9,480.0,6.798,48.9,39.9,56.4,116.0,nan,nan,nan,nan,nan,nan,nan,11,2022
747,0,,4,2022-11-26 12,2022-11-26 12,29.25,212.75,1003.1,18.0,530.0,3.537,38.7,32.2,44.2,499.0,nan,nan,nan,nan,nan,nan,nan,11,2022
748,1,2022-11-28 12,20,2022-11-27 00,2022-11-29 12,39.5,177.0,959.4,54.4,370.0,14.377,78.9,60.9,95.5,141.0,34.7,220.0,14.932,66.9,982.0,34.5,-22.600000000000023,11,2022
749,0,,5,2022-11-27 00,2022-11-27 18,56.75,176.75,995.3,21.7,400.0,5.391,38.3,41.0,59.1,200.0,nan,nan,nan,nan,nan,nan,nan,11,2022
750,0,,5,2022-11-27 18,2022-11-28 12,55.25,165.5,975.5,39.0,510.0,7.935,54.6,43.1,62.8,111.0,nan,nan,nan,nan,nan,nan,nan,11,2022
752,1,2022-11-30 06,4,2022-11-29 12,2022-11-30 00,55.25,146.5,959.0,53.9,460.0,11.862,70.0,45.4,67.4,453.0,nan,nan,nan,nan,nan,nan,nan,11,2022
753,0,,5,2022-11-29 12,2022-11-30 06,49.75,232.5,987.4,35.7,670.0,6.018,49.6,36.6,55.2,162.0,nan,nan,nan,nan,nan,nan,nan,11,2022
754,0,,3,2022-11-30 18,2022-11-30 18,51.25,231.75,997.6,23.4,680.0,3.94,35.4,33.9,53.5,494.0,nan,nan,nan,nan,nan,nan,nan,11,2022
755,0,,7,2022-12-01 12,2022-12-01 18,56.75,218.5,996.6,25.2,580.0,4.528,36.7,37.0,53.8,492.0,nan,nan,nan,nan,nan,nan,nan,12,2022
757,0,,3,2022-12-02 18,2022-12-03 00,44.75,192.5,997.6,18.5,470.0,3.97,34.6,32.2,46.1,328.0,nan,nan,nan,nan,nan,nan,nan,12,2022
759,0,,5,2022-12-03 06,2022-12-03 06,44.5,228.25,1002.2,20.5,900.0,3.055,32.4,37.7,54.4,476.0,nan,nan,nan,nan,nan,nan,nan,12,2022
762,0,,5,2022-12-04 00,2022-12-05 00,57.75,163.5,965.4,26.0,380.0,6.795,44.4,39.6,60.5,83.0,15.6,430.0,3.61,30.1,995.4,50.5,-30.0,12,2022
768,1,2022-12-07 06,8,2022-12-07 00,2022-12-07 12,43.0,162.75,987.0,26.9,280.0,9.176,52.8,47.8,70.2,86.0,nan,nan,nan,nan,nan,nan,nan,12,2022
770,1,2022-12-09 00,4,2022-12-08 06,2022-12-09 00,44.0,162.25,977.7,35.3,400.0,8.675,57.4,55.8,78.6,120.0,nan,nan,nan,nan,nan,nan,nan,12,2022
771,0,,6,2022-12-08 12,2022-12-08 12,57.75,218.0,983.4,23.6,620.0,4.231,35.0,36.8,53.3,236.0,nan,nan,nan,nan,nan,nan,nan,12,2022
773,0,,4,2022-12-09 06,2022-12-09 12,50.0,169.25,966.6,44.8,480.0,9.424,62.2,48.1,70.9,498.0,nan,nan,nan,nan,nan,nan,nan,12,2022
774,0,,9,2022-12-09 06,2022-12-10 06,49.25,229.5,980.4,26.6,740.0,4.494,40.7,40.3,55.8,416.0,15.5,710.0,2.775,27.1,994.1,49.75,-13.700000000000045,12,2022
775,1,2022-12-12 00,10,2022-12-11 06,2022-12-12 00,35.75,171.25,992.0,24.0,210.0,10.944,54.4,48.9,72.6,88.0,nan,nan,nan,nan,nan,nan,nan,12,2022
777,0,,4,2022-12-12 00,2022-12-12 18,57.5,187.0,991.1,17.1,410.0,4.119,31.4,35.7,50.0,273.0,nan,nan,nan,nan,nan,nan,nan,12,2022
778,0,,8,2022-12-12 12,2022-12-12 18,43.5,213.25,1002.2,24.0,280.0,8.172,48.9,47.3,71.6,137.0,nan,nan,nan,nan,nan,nan,nan,12,2022
779,1,2022-12-14 06,12,2022-12-13 06,2022-12-14 12,42.0,189.5,974.9,38.4,540.0,7.534,58.2,48.2,70.5,103.0,22.9,560.0,4.363,41.3,992.3,38.25,-17.399999999999977,12,2022
781,1,2022-12-15 00,3,2022-12-14 12,2022-12-15 00,51.75,157.5,964.3,39.9,620.0,7.305,55.4,53.0,88.1,283.0,nan,nan,nan,nan,nan,nan,nan,12,2022
782,0,,8,2022-12-15 06,2022-12-15 06,53.75,155.25,960.8,44.2,730.0,7.443,57.8,49.7,69.5,381.0,nan,nan,nan,nan,nan,nan,nan,12,2022
784,0,,5,2022-12-16 06,2022-12-17 06,44.5,192.75,988.2,16.2,830.0,2.665,28.5,32.7,43.6,497.0,19.4,760.0,3.216,34.0,990.7,41.25,-2.5,12,2022
786,0,,6,2022-12-17 00,2022-12-18 06,57.0,144.5,987.5,23.4,420.0,5.658,40.1,35.4,52.8,183.0,21.1,630.0,3.731,32.4,989.3,54.75,-1.7999999999999545,12,2022
787,0,,4,2022-12-17 12,2022-12-18 00,47.25,185.5,979.2,22.4,820.0,3.654,35.8,40.2,56.9,340.0,nan,nan,nan,nan,nan,nan,nan,12,2022
788,1,2022-12-18 18,14,2022-12-17 18,2022-12-19 06,49.5,159.75,958.2,37.7,560.0,7.216,54.2,54.5,83.4,251.0,28.6,600.0,5.187,45.2,975.6,44.0,-17.399999999999977,12,2022
792,0,,6,2022-12-20 12,2022-12-21 06,53.5,177.25,977.7,22.4,750.0,3.748,34.0,47.1,63.8,458.0,nan,nan,nan,nan,nan,nan,nan,12,2022
794,0,,9,2022-12-21 00,2022-12-22 00,48.75,202.0,964.9,29.1,580.0,5.602,45.7,41.7,61.5,108.0,19.8,700.0,3.409,36.4,979.8,38.0,-14.899999999999977,12,2022
799,0,,3,2022-12-22 00,2022-12-22 00,52.25,176.0,982.5,16.5,1020.0,2.677,27.1,44.9,59.7,492.0,nan,nan,nan,nan,nan,nan,nan,12,2022
801,0,,8,2022-12-22 12,2022-12-24 00,46.0,200.5,970.7,18.5,330.0,5.6,39.6,40.3,58.1,138.0,18.7,330.0,5.661,40.6,974.0,43.5,-3.2999999999999545,12,2022
802,0,,9,2022-12-22 12,2022-12-24 06,56.75,216.5,975.2,29.2,510.0,6.091,44.7,42.4,62.9,330.0,19.2,650.0,3.489,31.3,983.9,53.0,-8.699999999999932,12,2022
803,0,,5,2022-12-22 18,2022-12-23 06,44.0,144.75,971.4,26.7,440.0,6.248,47.4,42.1,64.3,167.0,nan,nan,nan,nan,nan,nan,nan,12,2022
806,0,,4,2022-12-23 12,2022-12-24 00,44.0,210.75,969.7,24.1,510.0,4.941,41.8,48.3,65.8,223.0,nan,nan,nan,nan,nan,nan,nan,12,2022
807,0,,3,2022-12-23 18,2022-12-24 06,47.0,156.25,975.1,18.0,670.0,3.213,31.1,36.1,46.3,198.0,nan,nan,nan,nan,nan,nan,nan,12,2022
808,1,2022-12-24 18,13,2022-12-23 18,2022-12-26 00,52.75,211.0,948.6,36.0,780.0,5.931,49.7,49.7,71.4,404.0,28.6,620.0,5.136,45.5,961.9,43.5,-13.299999999999955,12,2022
809,0,,5,2022-12-24 12,2022-12-24 18,45.0,151.0,972.5,22.5,580.0,4.315,38.7,39.3,51.7,195.0,nan,nan,nan,nan,nan,nan,nan,12,2022
810,1,2022-12-24 12,3,2022-12-24 12,2022-12-24 12,49.0,217.0,974.2,18.8,680.0,3.525,33.0,47.0,66.9,253.0,nan,nan,nan,nan,nan,nan,nan,12,2022
811,0,,8,2022-12-24 18,2022-12-25 06,44.75,166.5,961.0,28.9,460.0,6.476,48.9,42.9,65.5,204.0,nan,nan,nan,nan,nan,nan,nan,12,2022
820,0,,3,2022-12-27 06,2022-12-27 12,48.0,231.5,965.9,30.8,540.0,6.075,47.8,45.2,66.9,374.0,nan,nan,nan,nan,nan,nan,nan,12,2022
821,0,,9,2022-12-27 06,2022-12-28 00,47.0,190.0,953.8,26.9,510.0,5.623,44.9,41.2,61.5,271.0,nan,nan,nan,nan,nan,nan,nan,12,2022
822,0,,5,2022-12-27 12,2022-12-28 06,51.25,180.5,964.0,16.6,650.0,3.12,29.0,37.0,51.3,494.0,nan,nan,nan,nan,nan,nan,nan,12,2022
823,0,,4,2022-12-29 00,2022-12-29 18,56.5,208.0,968.3,16.1,410.0,4.078,31.3,37.4,53.2,223.0,nan,nan,nan,nan,nan,nan,nan,12,2022
825,0,,4,2022-12-29 12,2022-12-29 18,48.75,189.5,965.6,21.9,630.0,3.974,35.8,39.4,57.6,372.0,nan,nan,nan,nan,nan,nan,nan,12,2022
829,0,,4,2022-12-30 06,2022-12-30 18,43.5,175.5,971.5,19.1,600.0,3.573,34.3,42.0,63.8,442.0,nan,nan,nan,nan,nan,nan,nan,12,2022
830,0,,3,2022-12-30 06,2022-12-30 12,50.75,228.5,978.7,19.2,410.0,4.637,35.8,31.7,45.0,419.0,nan,nan,nan,nan,nan,nan,nan,12,2022
831,0,,7,2022-12-30 12,2023-01-01 00,51.0,200.5,954.4,26.1,840.0,4.34,39.9,44.5,65.0,445.0,23.6,670.0,4.241,39.0,960.4,46.5,-6.0,1,2022
832,0,,7,2023-01-01 06,2023-01-01 12,56.25,203.5,954.0,27.0,850.0,4.452,39.2,40.9,58.9,455.0,nan,nan,nan,nan,nan,nan,nan,1,2022
833,0,,3,2023-01-01 12,2023-01-02 00,57.5,148.75,989.5,20.1,460.0,4.488,34.4,38.3,54.4,173.0,nan,nan,nan,nan,nan,nan,nan,1,2022
834,0,,5,2023-01-02 00,2023-01-02 18,53.5,153.75,975.7,29.3,630.0,5.238,42.8,43.3,59.7,475.0,nan,nan,nan,nan,nan,nan,nan,1,2022
836,0,,8,2023-01-03 06,2023-01-03 06,54.5,149.75,975.4,33.3,610.0,5.894,46.2,44.2,63.5,362.0,nan,nan,nan,nan,nan,nan,nan,1,2022
837,0,,5,2023-01-03 06,2023-01-04 00,56.25,215.0,976.4,21.1,350.0,5.952,39.7,34.5,49.7,225.0,nan,nan,nan,nan,nan,nan,nan,1,2022
838,1,2023-01-03 18,13,2023-01-03 06,2023-01-04 18,40.0,224.75,957.6,44.6,630.0,7.882,64.0,57.4,89.1,295.0,31.5,370.0,8.334,57.0,975.5,36.5,-17.899999999999977,1,2022
839,0,,9,2023-01-04 18,2023-01-05 18,54.5,170.5,972.1,22.1,540.0,4.451,36.2,40.2,57.3,140.0,17.8,630.0,3.1,28.1,980.4,54.0,-8.299999999999955,1,2022
840,1,2023-01-06 00,10,2023-01-05 18,2023-01-06 00,46.75,178.5,968.1,24.2,340.0,7.061,46.6,51.8,69.7,64.0,nan,nan,nan,nan,nan,nan,nan,1,2022
841,0,,8,2023-01-05 18,2023-01-06 00,44.0,216.5,974.7,21.8,560.0,4.231,38.2,43.5,64.6,477.0,nan,nan,nan,nan,nan,nan,nan,1,2022
843,0,,15,2023-01-07 00,2023-01-09 00,51.75,210.75,964.9,27.4,420.0,6.729,46.8,37.8,52.6,194.0,19.3,560.0,3.735,33.9,978.5,46.5,-13.600000000000023,1,2022
846,0,,6,2023-01-08 06,2023-01-08 12,53.25,186.25,973.4,22.8,530.0,4.607,37.3,37.7,52.1,161.0,nan,nan,nan,nan,nan,nan,nan,1,2022
849,1,2023-01-08 18,9,2023-01-08 12,2023-01-10 12,44.75,198.0,958.7,32.9,690.0,5.561,49.0,54.6,85.4,491.0,35.9,530.0,7.051,55.6,965.5,41.25,-6.7999999999999545,1,2022
850,0,,6,2023-01-09 06,2023-01-09 12,44.5,227.0,967.4,30.6,400.0,7.486,51.8,46.0,62.6,92.0,nan,nan,nan,nan,nan,nan,nan,1,2022
854,0,,8,2023-01-10 18,2023-01-10 18,43.25,201.75,960.0,32.7,790.0,5.236,49.1,46.5,72.3,345.0,nan,nan,nan,nan,nan,nan,nan,1,2022
855,1,2023-01-11 00,23,2023-01-10 18,2023-01-12 06,47.75,173.5,959.3,31.9,940.0,5.042,47.4,51.3,78.3,479.0,37.9,650.0,6.626,55.2,964.0,44.25,-4.7000000000000455,1,2022
856,0,,6,2023-01-14 00,2023-01-15 00,43.75,233.25,982.3,21.6,500.0,4.397,38.2,42.4,58.8,172.0,18.0,350.0,5.039,38.8,984.1,41.25,-1.8000000000000682,1,2022
858,0,,3,2023-01-14 12,2023-01-15 00,57.75,152.0,988.7,19.0,310.0,5.827,37.5,35.8,48.0,56.0,nan,nan,nan,nan,nan,nan,nan,1,2022
859,0,,7,2023-01-14 18,2023-01-15 18,55.5,203.5,973.1,18.0,610.0,3.346,29.3,35.7,48.8,160.0,15.6,480.0,3.405,29.6,975.4,50.0,-2.2999999999999545,1,2022
862,1,2023-01-17 12,8,2023-01-16 06,2023-01-18 00,47.0,183.25,968.9,31.8,650.0,5.469,46.8,51.8,76.8,461.0,30.2,510.0,6.075,49.9,981.0,40.5,-12.100000000000023,1,2022
866,0,,12,2023-01-17 18,2023-01-19 06,52.5,165.0,983.0,25.4,420.0,6.136,43.7,46.2,64.6,267.0,20.3,440.0,4.637,35.4,987.6,55.0,-4.600000000000023,1,2022
868,0,,8,2023-01-18 06,2023-01-18 06,47.75,185.25,964.7,33.9,610.0,6.111,49.7,44.7,61.9,497.0,nan,nan,nan,nan,nan,nan,nan,1,2022
870,1,2023-01-19 06,21,2023-01-18 12,2023-01-21 12,43.0,191.25,957.6,36.6,800.0,5.904,54.1,60.1,85.2,395.0,31.0,670.0,5.319,49.8,969.6,38.75,-12.0,1,2022
871,0,,3,2023-01-18 12,2023-01-18 18,56.5,149.25,1003.6,15.9,270.0,5.841,36.3,35.0,49.5,158.0,nan,nan,nan,nan,nan,nan,nan,1,2022
872,1,2023-01-20 12,5,2023-01-20 00,2023-01-21 00,56.75,215.25,969.4,40.9,570.0,7.604,54.2,51.8,72.3,274.0,20.5,420.0,4.85,39.3,988.9,43.25,-19.5,1,2022
873,0,,3,2023-01-20 06,2023-01-20 12,54.75,145.0,1005.3,18.0,270.0,6.342,38.7,33.2,45.1,85.0,nan,nan,nan,nan,nan,nan,nan,1,2022
874,1,2023-01-21 12,8,2023-01-20 12,2023-01-21 06,54.25,175.25,966.7,40.5,380.0,10.396,60.4,53.3,79.6,179.0,nan,nan,nan,nan,nan,nan,nan,1,2022
875,0,,15,2023-01-20 12,2023-01-22 12,40.75,169.25,971.7,32.2,270.0,11.217,59.7,46.4,69.9,70.0,26.7,270.0,9.31,53.1,980.2,41.0,-8.5,1,2022
876,0,,4,2023-01-21 06,2023-01-21 18,52.0,144.25,999.2,25.0,360.0,6.747,44.7,40.8,56.1,223.0,nan,nan,nan,nan,nan,nan,nan,1,2022
877,0,,4,2023-01-21 12,2023-01-22 06,41.75,161.0,989.5,17.2,270.0,6.045,40.1,46.6,71.2,137.0,nan,nan,nan,nan,nan,nan,nan,1,2022
878,0,,4,2023-01-22 18,2023-01-22 18,53.0,151.25,997.6,17.6,580.0,3.303,29.3,39.0,54.3,492.0,nan,nan,nan,nan,nan,nan,nan,1,2022
879,0,,11,2023-01-23 00,2023-01-23 00,49.5,187.75,974.1,18.1,710.0,3.175,30.4,35.8,47.7,469.0,nan,nan,nan,nan,nan,nan,nan,1,2022
881,1,2023-01-24 18,7,2023-01-24 12,2023-01-25 06,49.0,155.0,940.9,54.2,460.0,12.2,73.4,55.7,85.2,195.0,nan,nan,nan,nan,nan,nan,nan,1,2022
884,1,2023-01-25 12,11,2023-01-25 12,2023-01-26 00,52.25,159.0,951.2,41.7,760.0,7.019,56.4,48.0,73.8,419.0,nan,nan,nan,nan,nan,nan,nan,1,2022
885,0,,5,2023-01-25 12,2023-01-26 00,35.5,202.0,1000.9,19.3,530.0,3.792,37.8,40.9,62.2,181.0,nan,nan,nan,nan,nan,nan,nan,1,2022
886,0,,6,2023-01-26 12,2023-01-26 12,48.0,161.25,963.1,29.1,690.0,5.179,45.2,42.8,61.2,176.0,nan,nan,nan,nan,nan,nan,nan,1,2022
888,1,2023-01-28 06,14,2023-01-27 18,2023-01-28 18,47.75,164.5,949.9,52.0,490.0,10.905,70.0,57.8,89.2,213.0,23.8,460.0,5.261,45.2,982.5,36.5,-32.60000000000002,1,2022
890,0,,5,2023-01-28 06,2023-01-28 12,41.0,199.0,1000.7,21.5,560.0,4.117,38.5,37.4,52.3,257.0,nan,nan,nan,nan,nan,nan,nan,1,2022
893,0,,8,2023-01-31 06,2023-02-01 18,57.0,184.0,984.4,22.1,430.0,5.242,38.2,37.9,52.4,139.0,18.1,400.0,4.48,34.7,994.2,50.75,-9.800000000000068,2,2022
894,0,,8,2023-01-31 06,2023-02-01 12,53.5,217.0,993.4,18.8,730.0,3.166,29.4,25.5,33.6,256.0,17.3,740.0,2.906,27.3,998.2,54.25,-4.800000000000068,2,2022
896,1,2023-02-02 12,13,2023-02-01 12,2023-02-02 18,48.0,154.75,974.6,33.5,570.0,6.274,49.7,48.0,75.1,327.0,26.7,410.0,6.458,47.2,987.1,44.5,-12.5,2,2022
897,0,,7,2023-02-02 00,2023-02-02 12,49.25,202.5,984.2,20.0,320.0,6.084,40.8,35.0,49.4,279.0,nan,nan,nan,nan,nan,nan,nan,2,2022
898,0,,3,2023-02-02 06,2023-02-02 12,40.75,223.75,996.3,15.6,540.0,3.042,30.4,36.1,53.8,500.0,nan,nan,nan,nan,nan,nan,nan,2,2022
901,0,,5,2023-02-04 00,2023-02-04 00,48.75,220.0,987.6,16.9,760.0,2.785,27.8,36.3,51.5,495.0,nan,nan,nan,nan,nan,nan,nan,2,2022
902,0,,5,2023-02-05 00,2023-02-05 18,56.25,205.75,961.0,31.7,480.0,6.923,48.4,42.5,60.2,323.0,nan,nan,nan,nan,nan,nan,nan,2,2022
903,0,,4,2023-02-05 06,2023-02-05 18,57.5,192.0,974.8,16.3,970.0,2.702,25.8,28.7,39.0,379.0,nan,nan,nan,nan,nan,nan,nan,2,2022
904,0,,4,2023-02-07 00,2023-02-07 18,43.25,195.75,991.7,23.5,430.0,5.456,43.0,44.4,66.3,165.0,nan,nan,nan,nan,nan,nan,nan,2,2022
905,0,,6,2023-02-07 06,2023-02-08 00,50.5,177.25,988.1,23.5,340.0,6.854,44.8,46.7,66.2,140.0,nan,nan,nan,nan,nan,nan,nan,2,2022
908,0,,3,2023-02-08 00,2023-02-08 06,44.25,204.0,977.1,38.4,430.0,8.868,59.6,47.7,69.2,100.0,nan,nan,nan,nan,nan,nan,nan,2,2022
909,1,2023-02-09 00,15,2023-02-08 00,2023-02-10 00,50.5,186.5,954.3,46.9,580.0,8.775,62.5,51.4,74.5,287.0,43.0,360.0,11.685,67.6,965.4,42.5,-11.100000000000023,2,2022
910,0,,3,2023-02-08 18,2023-02-09 00,49.25,213.0,980.6,30.4,530.0,6.114,47.4,43.5,63.4,73.0,nan,nan,nan,nan,nan,nan,nan,2,2022
914,0,,4,2023-02-10 00,2023-02-10 00,55.75,154.0,999.9,17.2,650.0,2.962,26.8,37.0,52.3,364.0,nan,nan,nan,nan,nan,nan,nan,2,2022
915,1,2023-02-10 12,6,2023-02-10 12,2023-02-11 06,45.25,187.75,986.9,21.5,560.0,4.13,37.1,50.4,75.4,424.0,nan,nan,nan,nan,nan,nan,nan,2,2022
916,1,2023-02-11 06,17,2023-02-11 00,2023-02-13 06,47.75,178.75,965.5,48.8,490.0,10.202,67.0,59.0,88.8,419.0,36.8,420.0,8.704,59.9,980.4,40.25,-14.899999999999977,2,2022
917,0,,4,2023-02-11 12,2023-02-12 06,55.5,212.25,984.3,20.9,760.0,3.529,31.9,37.0,50.4,153.0,nan,nan,nan,nan,nan,nan,nan,2,2022
921,1,2023-02-14 12,27,2023-02-13 12,2023-02-14 18,48.0,160.75,938.2,65.8,440.0,15.108,83.5,53.5,81.8,223.0,26.7,430.0,6.255,49.7,981.8,36.75,-43.59999999999991,2,2022
922,0,,3,2023-02-13 18,2023-02-14 00,58.0,154.5,1007.2,17.4,370.0,4.534,32.8,34.5,45.8,418.0,nan,nan,nan,nan,nan,nan,nan,2,2022
926,0,,4,2023-02-18 00,2023-02-18 12,56.75,196.75,984.8,21.7,460.0,4.883,36.9,41.6,60.2,375.0,nan,nan,nan,nan,nan,nan,nan,2,2022
927,0,,10,2023-02-19 12,2023-02-21 18,58.0,175.5,973.5,33.1,670.0,5.684,44.9,42.1,61.4,493.0,28.1,570.0,5.31,45.1,977.8,44.75,-4.2999999999999545,2,2022
928,0,,8,2023-02-20 00,2023-02-21 18,46.5,166.25,980.7,21.7,580.0,4.109,36.8,41.1,61.3,443.0,20.0,390.0,5.039,39.7,986.2,42.75,-5.5,2,2022
929,0,,4,2023-02-20 06,2023-02-20 18,54.75,225.5,992.1,32.9,540.0,6.429,47.7,44.0,63.6,191.0,nan,nan,nan,nan,nan,nan,nan,2,2022
931,0,,3,2023-02-22 00,2023-02-22 12,51.5,172.75,970.1,29.7,550.0,5.892,45.9,39.2,57.1,471.0,nan,nan,nan,nan,nan,nan,nan,2,2022
932,0,,9,2023-02-22 06,2023-02-23 12,46.5,234.75,995.4,29.2,660.0,4.939,43.7,40.4,59.1,492.0,24.2,720.0,3.938,37.4,997.7,46.25,-2.300000000000068,2,2022
933,0,,4,2023-02-24 12,2023-02-25 06,55.25,176.25,997.0,26.3,420.0,6.189,43.3,43.0,59.5,147.0,nan,nan,nan,nan,nan,nan,nan,2,2022
935,0,,3,2023-02-25 06,2023-02-25 12,56.75,224.25,993.9,17.6,480.0,3.788,30.6,31.8,43.6,471.0,nan,nan,nan,nan,nan,nan,nan,2,2022
936,0,,5,2023-02-26 00,2023-02-27 00,44.0,156.25,994.9,17.3,460.0,3.8,33.5,37.9,58.0,328.0,16.9,400.0,4.217,34.6,1002.1,44.75,-7.2000000000000455,2,2022
937,0,,7,2023-02-26 18,2023-02-28 06,57.0,182.0,960.9,37.7,640.0,6.585,50.0,45.3,64.8,342.0,25.1,540.0,4.892,39.9,981.5,50.75,-20.600000000000023,2,2022
940,0,,7,2023-03-01 06,2023-03-02 00,54.75,172.5,988.9,27.0,490.0,5.605,42.0,43.6,66.7,243.0,nan,nan,nan,nan,nan,nan,nan,3,2022
941,0,,7,2023-03-02 06,2023-03-03 18,57.0,168.0,986.7,31.1,560.0,5.874,44.4,39.9,60.5,407.0,21.4,550.0,4.149,36.2,996.4,47.75,-9.699999999999932,3,2022
942,0,,9,2023-03-02 12,2023-03-04 12,46.0,183.0,989.1,20.6,770.0,3.375,33.6,43.7,67.8,469.0,28.0,580.0,5.106,46.9,995.5,37.75,-6.399999999999977,3,2022
943,0,,3,2023-03-03 18,2023-03-04 00,56.25,223.25,993.2,20.6,800.0,3.353,30.6,35.6,51.0,496.0,nan,nan,nan,nan,nan,nan,nan,3,2022
944,0,,13,2023-03-04 12,2023-03-05 00,47.75,232.75,989.7,21.6,740.0,3.655,35.0,31.5,43.5,91.0,nan,nan,nan,nan,nan,nan,nan,3,2022
948,0,,8,2023-03-06 00,2023-03-07 18,34.25,188.5,992.1,20.5,570.0,3.823,39.3,49.3,73.4,449.0,19.1,400.0,4.708,39.5,994.5,38.25,-2.3999999999999773,3,2022
951,0,,3,2023-03-06 18,2023-03-06 18,53.5,191.25,996.0,17.1,810.0,2.747,26.5,32.3,46.4,493.0,nan,nan,nan,nan,nan,nan,nan,3,2022
952,0,,3,2023-03-08 00,2023-03-08 06,40.75,160.5,1007.2,15.3,310.0,4.766,36.1,33.8,46.4,317.0,nan,nan,nan,nan,nan,nan,nan,3,2022
954,0,,7,2023-03-08 06,2023-03-09 18,44.75,230.0,998.1,17.3,640.0,3.033,30.1,36.3,50.7,491.0,21.3,580.0,3.937,34.7,1001.7,49.5,-3.6000000000000227,3,2022
955,0,,8,2023-03-09 06,2023-03-09 12,32.75,206.0,988.7,15.4,740.0,2.583,31.9,38.0,53.5,337.0,nan,nan,nan,nan,nan,nan,nan,3,2022
956,0,,3,2023-03-10 00,2023-03-10 06,45.75,233.75,990.2,20.6,660.0,3.611,34.5,37.8,54.6,309.0,nan,nan,nan,nan,nan,nan,nan,3,2022
958,0,,4,2023-03-11 12,2023-03-11 18,52.25,226.75,998.3,21.0,610.0,3.717,32.8,30.0,41.2,162.0,nan,nan,nan,nan,nan,nan,nan,3,2022
959,0,,3,2023-03-13 12,2023-03-14 00,56.5,215.0,997.3,15.6,760.0,2.529,23.8,34.5,51.9,409.0,nan,nan,nan,nan,nan,nan,nan,3,2022
960,0,,3,2023-03-14 06,2023-03-14 12,36.25,232.75,996.4,16.9,380.0,4.38,37.7,35.2,51.7,202.0,nan,nan,nan,nan,nan,nan,nan,3,2022
963,0,,8,2023-03-15 00,2023-03-15 12,55.75,206.0,985.6,22.6,740.0,3.819,33.8,32.1,44.3,63.0,nan,nan,nan,nan,nan,nan,nan,3,2022
964,0,,5,2023-03-16 18,2023-03-17 18,57.5,210.5,977.2,32.5,420.0,7.679,49.9,41.6,57.1,444.0,15.1,490.0,3.305,29.4,992.0,48.75,-14.799999999999955,3,2022
965,0,,3,2023-03-18 06,2023-03-18 18,57.5,214.5,987.9,21.5,470.0,4.654,35.6,38.1,58.0,202.0,nan,nan,nan,nan,nan,nan,nan,3,2022
966,1,2023-03-19 18,6,2023-03-18 18,2023-03-20 00,56.0,176.25,956.9,41.4,520.0,8.286,56.4,49.3,77.7,367.0,22.1,410.0,5.321,42.3,991.9,41.25,-35.0,3,2022
968,0,,7,2023-03-20 12,2023-03-21 18,56.75,190.0,984.3,17.8,700.0,3.172,28.5,40.3,56.9,320.0,18.6,500.0,3.814,31.8,984.6,53.5,-0.3000000000000682,3,2022
970,0,,6,2023-03-22 06,2023-03-22 12,57.0,205.5,973.5,32.2,550.0,6.245,46.3,40.8,58.7,497.0,nan,nan,nan,nan,nan,nan,nan,3,2022
971,0,,5,2023-03-22 12,2023-03-23 00,30.75,195.0,1005.2,19.4,390.0,4.873,42.9,38.9,56.7,217.0,nan,nan,nan,nan,nan,nan,nan,3,2022
972,0,,8,2023-03-23 00,2023-03-24 00,38.75,176.75,990.7,30.8,360.0,8.394,55.9,46.6,68.3,154.0,16.2,270.0,5.816,40.5,1007.5,36.25,-16.799999999999955,3,2022
973,0,,4,2023-03-23 18,2023-03-24 12,55.5,156.5,981.5,25.5,630.0,4.598,38.1,36.0,52.0,159.0,nan,nan,nan,nan,nan,nan,nan,3,2022
976,1,2023-03-27 06,9,2023-03-26 18,2023-03-27 06,46.0,150.75,974.7,42.8,340.0,12.265,67.2,49.7,68.7,126.0,nan,nan,nan,nan,nan,nan,nan,3,2022
977,0,,10,2023-03-27 12,2023-03-28 06,44.0,230.25,984.4,38.6,370.0,10.152,61.9,46.3,69.2,114.0,nan,nan,nan,nan,nan,nan,nan,3,2022
978,0,,10,2023-03-30 12,2023-03-31 06,56.75,217.5,985.0,21.6,620.0,3.944,33.3,34.1,46.2,397.0,nan,nan,nan,nan,nan,nan,nan,3,2022
979,0,,11,2023-03-31 06,2023-04-01 06,48.25,172.0,994.0,23.7,490.0,4.9,39.7,38.6,52.1,338.0,19.3,410.0,4.62,37.3,1002.0,44.75,-8.0,4,2022
